	msms_score	matched_peaks	feature_id	reference_id	short_inchikey
0	0.37302939506226634	26	10	23785	BSLVCPNCRMUHCD
1	0.4182486671519876	16	10	49083	MREXZJBTRBHVNS
2	0.4230418489843124	32	12	41986	SDKHVQPJHUWWJI
3	0.4849709966157788	24	12	52319	ZQNUNPUEOLDMCE
4	0.35406865844400304	29	12	167650	BDTHMCFMSVEPDM
5	0.5005072220633816	25	12	191860	NENYILIQUDSQCC
6	0.3140795949903772	7	14	47678	FBTSQILOGYXGMD
7	0.29601732503151423	7	14	184045	JBYKTQOELHTCNX
8	0.7332004540858053	7	14	280916	ZFXWNLZXWXOKAY
9	0.9251922549210887	8	17	15066	CNWOWHSRWIMIIY
10	0.8593959999386351	9	17	39991	IKXVCSKDYINBFT
11	0.7647172884271545	8	17	51836	MFEZJNMQTQMDRQ
12	0.8815946926209185	8	17	125656	BCFQSKMCVGWWPK
13	0.8841388138099893	9	17	289089	KMFKPYCUWKUIHH
14	0.22444654308708367	8	20	77052	QFCXPIZNNLLXTL
15	0.24042163306501366	10	20	155533	STSAUBXDRWXQBN
16	0.5358443946749032	40	23	6604	WQUFOQOJRNRZNB
17	0.6278381615971024	20	23	173766	APMYDBPENKLBFT
18	0.5091790045559497	39	23	182827	GNJWFARVIURMAW
19	0.5564218417539095	42	23	198853	HZSCAIKPGSXTOF
20	0.5454188127659952	41	23	280033	PKCDBAJESFUNQJ
21	0.7697023824700134	47	23	285349	YRPQTVNCCVPGFA
22	0.5558728315350633	47	27	4638	NKFFXNLIDWNGAG
23	0.6255915367029902	49	27	10152	PPXXPCVCAHJUQP
24	0.4245965903411834	49	27	30494	JUSMYQGXNCVARI
25	0.4966068918161422	41	27	47905	BFZOTKYPSZSDEV
26	0.663439401073398	52	27	123267	LTUMRKDLVGQMJU
27	0.6764003550258044	52	27	132247	TUCMDDWTBVMRTP
28	0.6856665174289291	46	27	133350	LAEIZWJAQRGPDA
29	0.6259170569771784	48	27	148120	FYTVLSLHXKPOEQ
30	0.6270979165846966	51	27	169792	JJTXQCMHUFFVOF
31	0.5982627412155082	47	27	176085	HXPJEKSKJRYDGV
32	0.6272626081677719	47	27	197379	KRVFOGYBUVKPJD
33	0.5685835170839862	47	27	250686	GMVGICPZYOQEHV
34	0.31915142328929863	22	27	283090	UWXUBLOUNKBKIO
35	0.8329059468133514	61	28	38544	SFIHQZFZMWZOJV
36	0.4615023443554203	33	28	119610	CXUNGJFNAGVPSI
37	0.8184693766839652	54	28	125977	QFIHQWXKTUONPL
38	0.45143912176699064	44	28	157604	AGJAUFUNZWHLKE
39	0.6546577208658303	49	28	248624	CJPAHDXHCYFKCY
40	0.5101639068555386	44	28	251347	OVFMKKLQLQCHKA
41	0.2536783519735305	28	28	274742	DXBDZYJWHXTGMU
42	0.21192619399364204	30	30	3570	YBFDEMZEWRINKR
43	0.285953105751403	30	30	102847	YANFXFSKWPJWNB
44	0.2781393189187522	36	30	177334	WACUWVFUDHSWLY
45	0.2841141077666971	22	31	128787	WRRCOCSUBHVKHF
46	0.410548356283075	54	31	129620	YFVXJVUOUCABDU
47	0.5158655010398553	54	31	135073	CUVHEIULKCSXLD
48	0.5406787693750434	54	31	149727	OFOZQDMSBJOEHH
49	0.33924016029683746	20	31	206653	BGBFXHCJNCIRRA
50	0.44097978852411895	41	31	223598	ACPYOBRCKMOLFK
51	0.20149350556525547	30	31	242399	MFCDLPLTSUEWOF
52	0.26654855978640035	32	32	172600	USWXONDRQANYOY
53	0.2053979390775078	34	32	197812	VWRVFGDREFUXQU
54	0.20976259350389226	27	32	282205	FYWALSJPIPIPGW
55	0.6229180472315785	64	34	60069	PEVJDMWZXLRJSP
56	0.42632857224036247	58	34	118221	JCMLOIKRBBQIBA
57	0.4728228081666862	52	34	145905	YIOUPFBHICGXGU
58	0.4156191709552654	56	34	186756	RVYUTDKHUFWTFC
59	0.20780782747154422	46	34	188964	NYLFQLXBQJZGOR
60	0.4259374467533344	48	34	253816	KNDQZHFTKYJGCP
61	0.634211475643378	64	34	256778	YNNQTVPKSXTDCK
62	0.26514997956558295	33	36	4289	WFRLANWAASSSFV
63	0.5011329973024644	35	36	7409	QPRMGHKASRLPJP
64	0.4221122992466772	35	36	11953	KWDXKYNWAKMLKK
65	0.45610893415263865	37	36	52988	PLMLPTOHDLJVEL
66	0.4246723431884081	31	36	107810	LNSIIDDYOVTXHK
67	0.4565805566099087	35	36	122286	HHBMAUAHAWVHBL
68	0.37072539424914	32	36	129905	ZHVCUICBHSGXOZ
69	0.4864291557252281	34	36	275227	XGMIRPUCRYMXKG
70	0.5056018204138444	35	36	281187	RTQVJTLVVBJRJG
71	0.7008051284215276	51	37	2492	DPMVADJPFYRUIG
72	0.4698840553706867	10	37	5968	RSYBQKUNBFFNDO
73	0.5801559626846551	49	37	27875	BHSXLKWHFWXXQE
74	0.39085095007239506	51	37	33648	BQSSVHXJCDPXOQ
75	0.7417330917821808	55	37	37598	KMJLGCYDCCCRHH
76	0.6540847516021878	55	37	40133	SXCDAEFYAJTNJF
77	0.5809066636027426	55	37	44765	QXMRYABYXKUWCX
78	0.6842535224748068	46	37	63514	NWYRRXBYHIIGGM
79	0.4403889756856532	13	37	79436	ASZWJTACCJWRGP
80	0.6470381984295053	51	37	103804	IUOXRAKIPNECTH
81	0.6375261811072371	52	37	110465	ZJEXMXIVGPGYGS
82	0.5996540356558447	49	37	118746	SZWZLWGBWZARPP
83	0.6069437849742483	55	37	126478	FEMMLZBDOKRYQM
84	0.654793234804042	40	37	134464	XAYRJRACRFQKDK
85	0.3050685467545092	40	37	139290	BVUXDWXKPROUDO
86	0.6791116792597791	55	37	156534	USMAGXMGZXKLHT
87	0.5823851289391347	49	37	166216	BFWKKBSHTOEBHL
88	0.6274022496996617	48	37	225100	MPWIIQYWQOBNKS
89	0.6565189265257221	28	37	226208	STGDIGPHLKTVET
90	0.6595679887733362	39	37	233533	UWSUGXFVYBVFDX
91	0.5594813657877673	43	37	249742	LDGKUWWYKXNMRB
92	0.7087847860301068	52	37	269408	FKDMTOCPIDCTDG
93	0.4919941480010118	33	37	276824	JMZYPGXSFGKKLR
94	0.5335734702532846	34	38	257098	GJDPGFHVEKFXEZ
95	0.6499892896077667	67	39	6424	DDVNUHLHDWACFY
96	0.6834201148297822	64	39	7544	LYAZOPAKEWHIMH
97	0.4777286879516414	52	39	10501	IWVLAGLIVNXCBP
98	0.7709839225003579	61	39	15696	JWGJHRDGLVDUIT
99	0.5721898917481817	68	39	28979	YZNVJVWNDZBBBA
100	0.6987763780872774	65	39	35676	BWSIKEZDJMZITO
101	0.589220325933272	71	39	36180	CNESKTGKCQGZAS
102	0.606404314529742	65	39	38113	AXTSIJIRCLEZEN
103	0.7290011324475162	51	39	38392	PGCYEKRDYMCFNF
104	0.7115263974029327	59	39	43871	GCCUWZBYWXQZDX
105	0.7707160350159008	65	39	47805	DSZQZURPKJVVGY
106	0.7382106686225139	46	39	48009	VXCBVCVQEPHVDJ
107	0.6528741767051267	42	39	54117	FRBPVGRMDGELKN
108	0.5453094624911325	34	39	54413	PHNCACYNYORRNS
109	0.5998456458734883	53	39	55264	SANDYHMGZOWTMT
110	0.7608790321252803	72	39	58145	LRGHKKFXSQEYHY
111	0.49380229307782747	72	39	60533	KDFIUXIPXNKEPM
112	0.614831346261636	59	39	66874	UYBNRMWMKVBBTM
113	0.6906661199689076	47	39	81273	IGLIUFGSGJRAQF
114	0.6468835718971041	50	39	81802	CDQRKPOIGQRDHU
115	0.7489247060494959	59	39	87725	DTOSIQBPPRVQHS
116	0.34010185733937637	42	39	91484	HHRSDQSDKLOWFI
117	0.7442612184610257	59	39	92015	JJTZDTIVFFYIOY
118	0.568808410307698	43	39	98808	ZOVPLJJDPDLGND
119	0.6492069716121402	60	39	104475	LRJUWHLEMHCWJI
120	0.5874775061785122	56	39	105202	MLIZDIZAMVPOLA
121	0.5736531015100442	50	39	112373	QQPOPKOZBMEWKE
122	0.8375447733497907	61	39	113542	LZZANLYIVGPJEZ
123	0.6493310675191495	64	39	115420	CUXYLFPMQMFGPL
